DrawDate,DrawnNo1,DrawnNo2,DrawnNo3,DrawnNo4,DrawnNo5,DrawnNo6
20250817,4,11,36,44,47,50
20250820,3,6,9,12,27,34
20250823,1,37,39,41,47,49
20250824,14,18,26,29,46,53
20250827,2,10,39,40,48,56
20250830,7,17,20,27,43,55
20250831,7,15,34,48,51,52
20250903,19,23,24,30,39,44
20250906,16,38,48,50,56,57
20250907,1,2,40,42,45,50
20250910,5,8,9,11,43,50
20250913,10,25,42,43,47,49
20250914,15,17,28,29,42,53
20250917,1,6,9,16,34,36
20250920,8,27,30,34,39,48
20250921,9,18,27,36,44,45
20250924,24,27,37,49,54,56
20250927,16,24,33,36,51,54
20250928,15,22,24,30,49,52
20251001,6,17,37,38,55,57
20251004,25,26,27,28,40,44
20251005,3,5,9,12,20,30
20251008,20,24,30,45,53,54
20251011,1,21,23,30,41,48
20251012,7,9,15,28,49,52
20251015,3,10,23,29,38,39
20251018,3,15,27,36,45,53
20251019,2,33,36,38,48,58
20251022,9,21,27,40,53,57
20251025,4,14,15,16,18,33
20251026,6,22,32,49,50,55
20251028,1,5,41,44,48,54
20251029,6,13,15,41,53,58
20251101,5,11,36,42,44,46
20251102,16,25,27,39,43,52
20251105,5,7,17,32,33,50
20251108,8,17,20,21,43,52
20251109,12,21,25,32,34,46
20251112,2,11,30,38,43,58
20251115,4,35,46,47,52,55
20251116,1,12,22,35,48,56
20251119,33,35,37,40,43,57
20251122,10,17,24,26,30,49
20251123,4,7,22,48,53,58
20251126,5,23,35,47,55,58
20251129,1,7,11,15,47,52
20251130,8,12,16,34,40,43
20251203,20,21,30,32,39,54
20251206,8,33,37,53,55,58
20251207,4,15,16,17,30,31
20251210,7,19,25,31,45,56
20251213,12,27,32,36,53,57
20251214,10,12,31,33,41,56
20251217,28,38,49,50,51,53
20251220,1,16,31,33,41,58
20251221,8,16,18,20,54,58
20251224,1,6,8,38,48,53
20251227,1,16,17,38,46,51
20251228,13,19,26,43,49,57
20251230,1,20,21,30,32,57
20251231,1,7,16,17,25,51
20260103,1,9,14,18,30,33
20260104,2,3,12,19,41,53
20260107,1,28,31,32,36,53
20260110,1,22,44,51,55,57
20260111,5,14,18,36,57,58
20260114,5,8,11,19,32,41
20260117,7,22,26,39,44,53
20261118,2,13,14,19,31,55
20260121,11,12,16,39,55,56
20260124,9,13,17,25,28,50
20260125,10,36,44,45,47,48
20260127,4,9,15,40,44,47
20260128,19,29,32,39,40,54
20260131,1,11,15,42,48,55
20260201,12,23,25,27,31,56
20260204,6,7,21,32,45,49
